MARCA,AÑO,SUBMARCA,G/Km,Descripción,Venta/Contado,Compra/Lista,extra 1,,,extra 2,,,extra 3,,,extra 4,,,extra 5,,,extra 6,,,extra 7,,,extra 8,,,extra 9,,,extra 10,
Audi,2016,Q3,C,"5 pts. S Line, 180 HP, S Tronic, tela/piel, RA-18, Quattro","296,200","256,200",Añadir TP ,"10,500","8,800",Añadir sonido Bose,"4,400","3,700",Añadir GPS,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,Q3,C,"5 pts. Elite, 180 HP, S Tronic, Bose, GPS, RA-18, Quattro","314,700","272,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q3,C,"5 pts. Luxury, 220 HP, S Tronic, RA-17, Quattro","286,300","247,700",Añadir TP ,"10,500","8,800",Añadir sonido Bose,"4,400","3,700",Añadir GPS,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,Q3,C,"5 pts. S Line, 220 HP, S Tronic, tela/piel, RA-18, Quattro","305,800","264,500",Añadir TP ,"10,500","8,800",Añadir sonido Bose,"4,400","3,700",Añadir GPS,"10,100","8,400",,,,,,,,,,,,,,,,,,,,
Audi,2016,Q3,C,"5 pts. Elite, 220 HP, S Tronic, Bose, GPS RA-18, Quattro","326,600","282,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q3,C,"5 pts. Luxury, TD, 184 HP, S Tronic, tela/piel, RA-17, Quattro","278,400","240,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. Trendy, 170 HP, S Tronic, RA-17","226,700","195,900",Añadir TP,"8,900","7,400",Añadir sonido Bose,"3,600","3,000",Añadir GPS,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. Luxury, 170 HP, S Tronic, tela/piel, RA-17","240,800","208,100",Añadir TP,"8,900","7,400",Añadir sonido Bose,"3,600","3,000",Añadir GPS,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. S Line, 170 HP, S Tronic, tela/piel, RA-19","257,800","222,800",Añadir TP,"8,900","7,400",Añadir sonido Bose,"3,600","3,000",Añadir GPS,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. Luxury, 211 HP, S Tronic, tela/piel, RA-17","249,900","215,800",Añadir TP,"8,900","7,400",Añadir sonido Bose,"3,600","3,000",Añadir GPS,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. Elite, 211 HP, S Tronic, piel, GPS, RA-18","276,400","238,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. S Line Plus, 211 HP, S Tronic, tela/piel, QCP, GPS, RA-19","289,900","250,300",Añadir TP,"8,900","7,400",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q3,C,"5 pts. TD, 177 HP, S Tronic, tela/piel, RA-17","246,800","212,900",Añadir TP,"8,900","7,400",,,,Añadir GPS,"8,500","7,100",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Trendy, 170 HP, S Tronic, RA-17","193,800","167,200",Añadir TP,"8,000","6,700",Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Luxury, 170 HP, S Tronic, tela/piel, RA-17","206,900","178,500",Añadir TP,"8,000","6,700",Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. S Line, 170 HP, S Tronic, tela/piel, RA-18","222,000","191,500",Añadir TP,"8,000","6,700",Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Luxury, 211 HP, S Tronic, tela/piel, RA-17","213,400","184,000",Añadir TP,"8,000","6,700",Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Elite, 211 HP, S Tronic, piel, RA-18","239,400","206,400",,,,Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. S Line Plus, 211 HP, S Tronic, tela/piel, QC, GPS, RA-19","250,500","215,900",,,,Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Land of Quattro, 211HP, S Tronic, tela/piel GPS, RA-19","258,000","222,000",Añadir TP,"8,000","6,700",Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Luxury, TD, 177 HP, S Tronic, tela/piel, RA-17","212,300","182,900",Añadir TP,"8,000","6,700",Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q3,C,"5 pts. Elite, TD, 177 HP, S Tronic, tela/piel, RA-17","236,400","203,600",,,,Añadir sonido Bose,"3,100","2,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. Trendy, 170 HP, S Tronic, RA-17","171,400","147,600",Añadir QC,"6,500","5,400",Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",,,,Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. Luxury, 170 HP, S Tronic, tela/piel, RA-17","183,000","157,600",Añadir QC,"6,500","5,400",Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",,,,Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. S Line, 170 HP, S Tronic, tela/piel, RA-18","197,900","170,500",Añadir QC,"6,500","5,400",Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",Añadir RA-19,"3,500","2,900",Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. Luxury, 211 HP, S Tronic, tela/piel, RA-17","189,700","163,300",Añadir QC,"6,500","5,400",Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",,,,Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. Elite, 211 HP, S Tronic, piel, RA-18","211,400","181,900",,,,Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",,,,Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. S Line Plus, 211 HP, S Tronic, tela/piel, QC, GPS, RA-18","221,000","190,200",,,,Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",Añadir RA-19,"3,500","2,900",,,,,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. Trendy, TD, 177 HP, S Tronic, tela/piel, RA-17","173,200","148,900",Añadir QC,"6,500","5,400",Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",,,,Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,2013,Q3,C,"5 pts. Luxury, TD, 177 HP, S Tronic, tela/piel, RA-17","184,500","158,600",Añadir QC,"6,500","5,400",Añadir sonido Bose,"2,600","2,200",Añadir xenón plus,"4,800","4,000",,,,Añadir paq. Navegación,"6,100","5,100",,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,Q5,0,"5 pts. Dynamic, 2.0T, S Tronic, RA-18","764,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,Q5,0,"5 pts. Select, 2.0T, S Tronic, RA-18","869,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,Q5,0,"5 pts. Elite, 2.0T, S Tronic, GPS, RA-19","949,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,Q5,0,"5 pts. S Line, 2.0T, S Tronic, RA-19","979,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2020,Q5,0,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","1,184,900",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q5,D,"5 pts. Dynamic, 2.0T, S Tronic, RA-18","518,500","450,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q5,D,"5 pts. Select, 2.0T, S Tronic, RA-18","580,200","504,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q5,D,"5 pts. Elite, 2.0T, S Tronic, GPS, RA-19","627,800","545,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q5,D,"5 pts. S Line, 2.0T, S Tronic, RA-19","647,500","563,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,SQ5,D,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","780,600","677,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q5,D,"5 pts. Dynamic, 2.0T, S Tronic, RA-18","460,800","400,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q5,D,"5 pts. Select, 2.0T, S Tronic, RA-18","509,100","441,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q5,D,"5 pts. Elite, 2.0T, S Tronic, GPS, RA-19","556,500","483,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q5,D,"5 pts. S Line, 2.0T, S Tronic, RA-19","583,700","506,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,SQ5,D,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","700,300","606,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q5,D,"5 pts. Trendy, 2.0T, Tiptronic, RA-18","376,900","326,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q5,D,"5 pts. Luxury, 2.0T, Tiptronic, RA-18","406,300","352,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q5,D,"5 pts. Elite, 2.0T, Tiptronic, GPS, RA-19","437,400","379,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q5,D,"5 pts. Elite, 3.0T, Tiptronic, GPS, RA-19","485,300","420,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q5,D,"5 pts. Elite, 3.0TD, S Tronic, GPS, RA-19","494,100","427,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,SQ5,D,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","572,200","494,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q5,D,"5 pts. Trendy, 2.0T, Tiptronic, RA-18","313,600","271,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q5,D,"5 pts. Luxury, 2.0T, Tiptronic, RA-18","335,500","290,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q5,D,"5 pts. Elite, 2.0T, Tiptronic, GPS, RA-19","366,500","317,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q5,D,"5 pts. Elite, 3.0T, Tiptronic, GPS, RA-19","405,600","350,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q5,D,"5 pts. Elite, 3.0TD, S Tronic, GPS, RA-19","414,000","357,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,SQ5,D,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","476,400","411,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q5,D,"5 pts. Trendy, 2.0T, Tiptronic, RA-18","269,200","232,300",Añadir cruise control,"7,100","5,900",Añadir paq. Navegación,"8,600","7,200",,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q5,D,"5 pts. Luxury, 2.0T, Tiptronic, RA-18","283,400","244,500",Añadir cruise control,"7,100","5,900",Añadir paq. Navegación,"8,600","7,200",,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q5,D,"5 pts. Elite, 2.0T, Tiptronic, GPS, RA-19","308,500","266,200",Añadir cruise control,"7,100","7,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q5,D,"5 pts. Elite, 3.0T, Tiptronic, GPS, RA-19","333,300","287,300",Añadir cruise control,"7,100","7,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,Q5,D,"5 pts. Elite, 3.0TD, S Tronic, GPS, RA-19","339,300","292,200",Añadir cruise control,"7,100","7,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2015,SQ5,D,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","391,400","336,500",Añadir cruise control,"7,100","7,200",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q5,D,"5 pts. Trendy, 2.0T, Tiptronic, RA-18","242,300","208,700",Añadir cruise control,"5,400","4,500",Añadir paq. Navegación,"7,300","6,100",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q5,D,"5 pts. Luxury, 2.0T, Tiptronic, RA-18","255,700","220,200",Añadir cruise control,"5,400","4,500",Añadir paq. Navegación,"7,300","6,100",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q5,D,"5 pts. Elite, 2.0T, Tiptronic, GPS, RA-19","277,500","239,000",Añadir cruise control,"5,400","4,500",Añadir paq. Audi Exclusive,"8,700","7,300",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q5,D,"5 pts. Land of Quattro, 2.0T, Tiptronic, GPS, RA-20","300,000","258,000",Añadir cruise control,"5,400","4,500",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q5,D,"5 pts. Elite, 3.0T, Tiptronic, GPS, RA-19","298,900","257,200",Añadir cruise control,"5,400","4,500",Añadir paq. Audi Exclusive,"8,700","7,300",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,Q5,D,"5 pts. Elite, 3.0TD, S Tronic, GPS, RA-19","303,100","260,600",Añadir cruise control,"5,400","4,500",Añadir paq. Audi Exclusive,"8,700","7,300",,,,,,,,,,,,,,,,,,,,,,,
Audi,2014,SQ5,D,"5 pts. SQ5, 3.0T, Tiptronic, GPS, RA-20","352,400","302,500",Añadir cruise control,"5,400","4,500",,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Trendy, 2.0T, Tiptronic, RA-17","215,400","185,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Luxury, 2.0T, Tiptronic, RA-18","223,400","192,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Elite, 2.0T, Tiptronic, RA-19","239,300","205,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Luxury, 3.0T, Tiptronic, RA-18","248,900","213,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Elite, 3.0T, Tiptronic, RA-19","261,400","224,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Luxury, V6, 3.0TD, S Tronic, RA-18","249,100","213,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2013,Q5,D,"5 pts. Elite, V6, 3.0TD, S Tronic, RA-19","267,600","229,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2012,Q5,D,"5 pts. Trendy, 2.0T, S Tronic/Tiptronic, RA-17","189,300","162,500",Añadir QCP,"6,300","5,300",Añadir RA-18,"5,100","4,300",Añadir paq. Navegación,"5,200","4,300",,,,,,,,,,,,,,,,,,,,
Audi,2012,Q5,D,"5 pts. Luxury, 2.0T, S Tronic/Tiptronic, RA-18","197,300","169,400",Añadir QCP,"6,300","5,300",Añadir RA-19,"2,700","2,300",Añadir paq. Navegación,"5,200","4,300",,,,,,,,,,,,,,,,,,,,
Audi,2012,Q5,D,"5 pts. Elite, 2.0T, S Tronic/Tiptronic, RA-19","211,900","181,900",Añadir QCP,"6,300","5,300",Añadir RA-20,"3,400","2,800",Añadir paq. Navegación,"5,200","4,300",,,,,,,,,,,,,,,,,,,,
Audi,2012,Q5,D,"5 pts. Elite, V6, 3.2T, S Tronic, RA-19","230,700","197,900",Añadir QCP,"6,300","5,300",Añadir RA-20,"3,400","2,800",Añadir paq. Navegación,"5,200","4,300",,,,,,,,,,,,,,,,,,,,
Audi,2012,Q5,D,"5 pts. Luxury, V6, 3.0TD, S Tronic, RA-18","216,300","185,300",Añadir QCP,"6,300","5,300",Añadir RA-19,"2,700","2,300",Añadir paq. Navegación,"5,200","4,300",,,,,,,,,,,,,,,,,,,,
Audi,2012,Q5,D,"5 pts. Elite, V6, 3.0TD, S Tronic, RA-19","233,500","200,100",Añadir QCP,"6,300","5,300",Añadir RA-20,"3,400","2,800",Añadir paq. Navegación,"5,200","4,300",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Trendy, 2.0T, S Tronic, RA-17","155,600","133,200",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",Añadir RA-18,"4,500","3,800",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Luxury, 2.0T, S Tronic, RA-18","171,800","147,100",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",Añadir RA-19,"2,500","2,100",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Elite, 2.0T, S Tronic, RA-19","178,800","153,100",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",Añadir RA-20,"3,000","2,500",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. 30 años, 2.0T, S Tronic, RA-20","184,300","157,800",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Luxury, V6, 3.2T, S Tronic, RA-18","178,000","152,300",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",Añadir RA-19,"2,500","2,100",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Elite, V6, 3.2T, S Tronic, RA-19","189,300","161,900",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",Añadir RA-20,"3,000","2,500",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. 30 años, V6, 3.2T, S Tronic, RA-20","198,000","169,400",Añadir QCP,"5,600","4,700",Añadir xenón,"5,500","4,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Luxury, V6, 3.0TD, S Tronic, RA-18","179,600","153,500",Añadir QCP,"5,600","4,600",Añadir xenón,"5,500","4,600",Añadir RA-19,"2,500","2,100",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. Elite, V6, 3.0TD, S Tronic, RA-19","193,500","165,400",Añadir QCP,"5,600","4,600",Añadir xenón,"5,500","4,600",Añadir RA-20,"3,000","2,500",,,,,,,,,,,,,,,,,,,,
Audi,2011,Q5,D,"5 pts. 30 años, 3.0TD, S Tronic, RA-20","196,200","167,700",Añadir QCP,"5,600","4,600",Añadir xenón,"5,500","4,600",,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Trendy, 2.0T, S Tronic, RA-17","139,200","119,000",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-18,"4,100","3,400",,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Luxury, 2.0T, S Tronic, RA-18","149,900","128,100",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-19,"2,200","1,800",,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Elite, 2.0T, S Tronic, RA-19","157,100","134,300",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-20,"2,700","2,300",,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Luxury, V6, 3.2l, S Tronic, RA-18","162,000","138,300",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-19,"2,200","1,800",,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Elite, V6, 3.2l, S Tronic, RA-19","171,200","146,200",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-20,"2,700","2,300",,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Luxury, V6, 3.0TD, S Tronic, RA-18","158,700","135,400",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-19,"2,200","1,800",,,,,,,,,,,,,,,,,,,,
Audi,2010,Q5,D,"5 pts. Elite, V6, 3.0TD, S Tronic, RA-19","166,900","142,400",Añadir QCP,"5,000","4,200",Añadir xenón,"4,800","4,000",Añadir RA-20,"2,700","2,300",,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q7,D,"5 pts. Select, V6, 3.0T, TA, GPS, 5 pas., RA-19","791,300","679,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q7,D,"5 pts. Elite, V6, 3.0T, TA, GPS, 7 pas., RA-20","887,500","762,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q7,D,"5 pts. S Line, V6, 3.0T, TA, GPS, astos deportivos, 7 pas., RA-20","934,100","802,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2019,Q7,D,"5 pts. Elite, V6, 3.0TD, TA, GPS, 7 pas., RA-20","905,800","778,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q7,D,"5 pts. Select, V6, 3.0T, TA, GPS, 5 pas., RA-19","703,600","603,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q7,D,"5 pts. Elite, V6, 3.0T, TA, GPS, 7 pas., RA-20","794,900","681,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q7,D,"5 pts. S Line, V6, 3.0T, TA, GPS, astos deportivos, 7 pas., RA-20","819,900","703,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2018,Q7,D,"5 pts. Elite, V6, 3.0TD, TA, GPS, 7 pas., RA-20","773,800","662,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q7,D,"5 pts. Dynamic, L4, 2.0T, TA, 5 pas., GPS, RA-19","496,200","424,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q7,D,"5 pts. Select, V6, 3.0T, TA, GPS, 5 pas., RA-19","568,300","485,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q7,D,"5 pts. Elite, V6, 3.0T, TA, GPS, 7 pas., RA-20","639,300","546,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q7,D,"5 pts. S Line, V6, 3.0T, TA, GPS, 7 pas., RA-20","674,600","576,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2017,Q7,D,"5 pts. Elite, V6, 3.0TD, TA, GPS, 7 pas., RA-20","650,100","554,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Audi,2016,Q7,D,"5 pts. Dynamic, L4, 2.0T, TA, 5 pas., GPS, RA-19","431,300","368,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
