MARCA,AÑO,SUBMARCA,G/Km,Descripción,Venta/Contado,Compra/Lista,extra 1,,,extra 2,,,extra 3,,,extra 4,,,extra 5,,,extra 6,,,extra 7,,,extra 8,,,extra 9,,,extra 10,
Volkswagen,2019,Jetta (A7),B,"4 pts. GLI, 2.0T, 230 HP, DSG, piel, QC, f. led, RA-18","373,300","328,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2019,Jetta (A7),B,"4 pts. GLI Aniversario, 2.0T, 230 HP, DSG, audio Beats, piel, QC, f. led, RA-18","381,000","335,100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Jetta (A6),B,"4 pts. 2.0l, 115HP, TM5, R-16","183,200","160,800",Añadir Triptonic ,"12,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Jetta (A6),B,"4 pts. Trendline, TM5, RA-16","206,300","181,100",Añadir Triptonic ,"12,000","10,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Jetta (A6),B,"4 pts. Comfortline, Tiptronic, QC, f. niebla, RA-16","207,900","182,500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Jetta (A6),B,"4 pts. Sportline, Tiptronic, piel, QC, f. niebla, RA-17","235,600","206,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. 2.0l, 115HP, TM5, R-16","153,800","134,800",Añadir Triptonic ,"10,600","8,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. Live y Style, 2.0l, 115HP, TM5, RA-16","161,300","141,400",Añadir Triptonic ,"10,600","8,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. Fest, 2.0l, 115HP, TM5, RA-16","172,700","151,400",Añadir Triptonic ,"10,600","8,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. Trendline, TM5, RA-16","180,300","158,000",Añadir Triptonic ,"10,600","8,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. Comfortline, TM5, QC, f. niebla, RA-16","186,400","163,400",Añadir Triptonic ,"10,600","8,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. Sportline, TM5, piel, QC, f. niebla, RA-17","209,200","183,300",Añadir Triptonic ,"10,600","8,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. GLI, 2.0T, TM6, DSG, QCP, piel, xenón, RA-18","280,500","245,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Jetta (A6),B,"4 pts. TDI, DSG, BL, piel, QC, f. niebla, RA-16","262,900","230,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. 2.0l, 115HP, TM5, R-16","138,400","121,100",Añadir Triptonic ,"9,500","7,900",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. Live, 2.0l, 115HP, TM5, RA-16","144,300","126,200",Añadir Triptonic ,"9,500","7,900",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. Trendline, TM5, RA-16","158,100","138,300",Añadir Triptonic ,"9,500","7,900",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. Comfortline, TM5, QC, f. niebla, RA-16","168,500","147,400",Añadir Triptonic ,"9,500","7,900",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. Sportline, TM5, piel, QC, f. niebla, RA-17","186,000","162,700",Añadir Triptonic ,"9,500","7,900",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. GLI, 2.0T, TM6, QCP, piel, xenón, RA-18","250,100","218,800",Añadir DSG,"9,100","7,600",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2016,Jetta (A6),B,"4 pts. TDI, DSG, BL, piel, QC, f. niebla, RA-16","221,600","193,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A6),B,"4 pts. 2.0l, 115HP, TM5, R-16","124,300","108,500",Añadir Triptonic ,"8,100","6,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A6),B,"4 pts. Trendline, TM5, RA-16","140,800","122,900",Añadir Triptonic ,"8,100","6,800",Añadir BA,"1,200","1,000",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A6),B,"4 pts. Comfortline, TM5, QC, f. niebla, RA-16","148,100","129,200",Añadir Triptonic ,"8,100","6,800",Añadir BA,"1,200","1,000",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A6),B,"4 pts. Sportline, TM5, piel, f. niebla, RA-17","163,100","142,300",Añadir Triptonic ,"8,100","6,800",,,,Añadir paq. Welt radio y QC,"6,400","5,300",Añadir paq. Navegación y QC,"17,000","14,200",,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A6),B,"4 pts. GLI, 2.0T, TM6, QCP, piel, xenón, RA-18","215,500","188,000",Añadir DSG,"7,700","6,400",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A6),B,"4 pts. TDI, DSG, BL, piel, QC, f. niebla, RA-16","192,500","167,800",,,,,,,"Añadir paq. Navegación (GPS, DVD, etc.)","10,600","8,800",,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A6),B,"4 pts. 2.0l, 115HP, TM5, R-16","108,800","94,800",Añadir Tiptronic,"5,600","4,700",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A6),B,"4 pts. Style, TM5, RA-16","121,600","105,900",Añadir Tiptronic,"5,600","4,700",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A6),B,"4 pts. Style Active, TM5, QC, RA-16","126,700","110,400",Añadir Tiptronic,"5,600","4,700",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A6),B,"4 pts. Sport, TM6, piel, QC, f. niebla, RA-17","128,300","111,800",Añadir Tiptronic,"5,600","4,700","Añadir paq. (QC, navegación, etc.)","13,300","11,100",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A6),B,"4 pts. GLI, 2.0T, TM6, QC, piel, xenón, RA-17","187,100","163,000",Añadir DSG,"5,400","4,500",Añadir paq. Navegación,"8,200","6,800","Añadir paq. 30 aniversario (alerón, RA-18, etc.)","3,000","2,500",Añadir RA-18,"2,100","1,800",,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A6),B,"4 pts. TDI, DSG, piel, QC, BA, f. niebla, RA-16","162,000","141,000",,,,Añadir paq. Navegación,"8,200","6,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A6),B,"4 pts. 2.0l, 115 HP, TM5, R-16","96,000","83,500",Añadir Tiptronic ,"5,000","4,200","Añadir paq. navegación (DVD, GPS, etc.)","6,900","5,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A6),B,"4 pts. Style, TM5, RA-16","105,900","92,100",Añadir Tiptronic ,"5,000","4,200","Añadir paq. navegación (DVD, GPS, etc.)","6,900","5,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A6),B,"4 pts. Style Active, TM5, QC, RA-16","110,300","95,900",Añadir Tiptronic ,"5,000","4,200","Añadir paq. navegación (DVD, GPS, etc.)","6,900","5,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A6),B,"4 pts. Sport, TM6, piel, f. niebla, RA-17","113,200","98,400",Añadir Tiptronic ,"5,000","4,200","Añadir paq. navegación (DVD, GPS, etc.)","6,900","5,800","Añadir paq. (QC, navegación, etc.)","10,700","8,900","Añadir paq. (QC, BL, etc.)","4,600","3,800",,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A6),B,"4 pts. GLI, 2.0T, TM6, QC, piel, xenón, RA-17","159,900","139,000",Añadir DSG ,"4,900","4,100","Añadir paq. navegación (DVD, GPS, etc.)","6,900","5,800",Añadir RA-18,"1,900","1,600",,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A6),B,"4 pts. TDI, DSG, piel, QC, BA, f. niebla, RA-16","141,700","123,100",,,,"Añadir paq. navegación (DVD, GPS, etc.)","6,900","5,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A6),B,"4 pts. Style, TM5, CD, RA-16","96,300","83,500",Añadir Tiptronic,"4,500","3,800","Añadir paq. navegación (DVD, GPS, etc.)","5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A6),B,"4 pts. Style Active, TM5, QC, RA-16","99,500","86,300",Añadir Tiptronic,"4,500","3,800","Añadir paq. navegación (DVD, GPS, etc.)","5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A6),B,"4 pts. Sport, Tiptronic, piel, f. niebla, RA-17","106,200","92,100",,,,"Añadir paq. navegación (DVD, GPS, etc.)","5,700","4,800","Añadir paq. (QC, BL, etc.)","4,000","3,300",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A6),B,"4 pts. GLI, 2.0T, TM6, QC, piel, xenón, RA-17","142,700","123,800",Añadir DSG,"4,400","3,700","Añadir paq. navegación (DVD, GPS, etc.)","5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A6),B,"4 pts. TDI, DSG, piel, QC, BA, f. niebla, RA-16","126,700","109,800",,,,"Añadir paq. navegación (DVD, GPS, etc.)","5,700","4,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A6),B,"4 pts. Style, TM5, RA-16","86,400","74,800",Añadir Tiptronic ,"4,000","3,300",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A6),B,"4 pts. Style Active, TM5, QC, RA-16","89,200","77,200",Añadir Tiptronic ,"4,000","3,300",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A6),B,"4 pts. Sport, Tiptronic, piel, RA-17","95,700","82,900",Añadir QC,"1,900","1,600","Añadir paq. navegación (DVD, GPS, etc.)","4,700","3,900","Añadir paq. (QC, BL, etc.) ","3,200","2,700",,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A6),B,"4 pts. Sport, Special Edition, Tiptronic, piel, BA, QC, RA-17","96,300","83,400",,,,"Añadir paq. navegación (DVD, GPS, etc.)","4,700","3,900",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A6),B,"4 pts. Bicentenario, Tiptronic, piel, BA, QC, RA-17","98,800","85,500",,,,"Añadir paq. navegación (DVD, GPS, etc.)","4,700","3,900",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A6),B,"4 pts. TDI, DSG, piel, QC, BA, f. niebla, RA-16","111,500","96,500",,,,"Añadir paq. navegación (DVD, GPS, etc.)","4,700","3,900",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2015,Jetta (A4),B,"4 pts. CL, TM5, a/ac., R-15","100,200","87,600",Añadir Tiptronic,"10,500","8,800",Añadir paq. Frenos ABS,"2,300","1,900",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A4),B,"4 pts. CL, TM5, a/ac., R-15","88,200","77,000",Añadir Tiptronic,"7,200","6,000",,,,"Añadir paq. seguridad (ABS discos tras., BL, etc.)","1,900","1,600",,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A4),B,"4 pts. CL Team, TM5, a/ac.,CD, RA-16","96,300","84,000",Añadir Tiptronic,"7,200","6,000",,,,"Añadir paq. seguridad (ABS discos tras., BL, etc.)","1,900","1,600",,,,,,,,,,,,,,,,,,,,
Volkswagen,2014,Jetta (A4),B,"4 pts. GL Team, TM5, a/ac., CD, VE, RA-17","109,800","95,800",Añadir Tiptronic,"7,200","6,000",Añadir QC ,"3,800","3,200","Añadir paq. seguridad (ABS discos tras., BL, etc.)","1,900","1,600",,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A4),B,"4 pts. CL, TM5, a/ac., R-15","80,700","70,300",Añadir Tiptronic,"6,000","5,000",,,,"Añadir paq. seguridad (ABS discos tras., BL, etc.)","1,700","1,400",,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A4),B,"4 pts. CL Team, TM5, a/ac.,CD, RA-16","85,700","74,700",Añadir Tiptronic,"6,000","5,000",,,,"Añadir paq. seguridad (ABS discos tras., BL, etc.)","1,700","1,400",,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A4),B,"4 pts. GL Team, TM5, a/ac., CD, VE, RA-16","98,400","85,700",Añadir Tiptronic,"6,000","5,000",Añadir QC,"3,500","2,900","Añadir paq. seguridad (ABS discos tras., BL, etc.)","1,700","1,400",,,,,,,,,,,,,,,,,,,,
Volkswagen,2013,Jetta (A4),B,"4 pts. TDI, TM5, a/ac., VE, piel, QC, BA, ABS, RA-17","124,600","108,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. CL, TM5, a/ac., R-15","73,000","63,500",Añadir Tiptronic,"5,100","4,300",,,,"Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. CL Team, TM5, a/ac., CD, RA-16","79,000","68,700",Añadir Tiptronic,"5,100","4,300",,,,"Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. GL Team, TM5, a/ac., CD, VE, RA-16","88,000","76,500",Añadir Tiptronic,"5,100","4,300",Añadir RA-17,"1,200","1,000","Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. GL Black Edition, TM5, a/ac., CD, VE, RA-17","94,400","82,100",Añadir Tiptronic,"5,100","4,300",,,,"Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. Sport, TM5, climatronic, VE, piel, BA, ABS, RA-17","98,300","85,500",Añadir Tiptronic,"5,100","4,300",Añadir QC,"3,100","2,600","Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. GLI Turbo, TM5, climatronic, VE, piel, ABS, QC, RA-17","114,800","99,800",Añadir Tiptronic,"5,100","4,300",,,,"Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,2012,Jetta (A4),B,"4 pts. TDI, TM5, a/ac., VE, piel, QC, BA, ABS, RA-17","109,800","95,400",Añadir Tiptronic,"5,100","4,300",,,,"Añadir paq. seguridad (ABS, doble BL, etc)","1,200","1,000",,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A4),B,"4 pts. CL, TM5, a/ac.","66,700","57,800",Añadir Tiptronic,"4,600","3,800","Añadir paq. Team (CD, AUX, codera, RA-15, etc.)","3,100","2,600","Añadir paq. seguridad (BL, alarma, etc.) ","1,100",900,Deducir sin a/ac,"-2,400","-2,400",,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A4),B,"4 pts. GL, TM5, a/ac., RA-16","76,800","66,600",Añadir Tiptronic,"4,600","3,800",,,,"Añadir paq. seguridad (BL, alarma, etc.) ","1,100",900,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A4),B,"4 pts. Sport, TM5, climatronic, VE, piel, BA, ABS, RA-16","88,900","77,100",Añadir Tiptronic,"4,600","3,800",Añadir QC,"2,200","1,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A4),B,"4 pts. GLI Turbo, TM5, climatronic, VE, piel, ABS, QC, RA-17","104,900","91,000",Añadir Tiptronic,"4,600","3,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2011,Jetta (A4),B,"4 pts. TDI, TM5, a/ac., VE, piel, QC, BA, ABS, RA-17","99,200","86,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2010,Jetta (A4),B,"4 pts. City, TM5","59,200","51,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2010,Jetta (A4),B,"4 pts. Europa, TM5","68,800","59,600",Añadir TA,"3,900","3,300",Añadir a/ac. ,"3,500","2,900",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2010,Jetta (A4),B,"4 pts. Trendline, TM5, a/ac., VE, BA, ABS, RA","78,700","68,100",Añadir TA,"3,900","3,300",Añadir QC ,"1,800","1,500",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2010,Jetta (A4),B,"4 pts. Clásico Trendline, TM5, a/ac., faros de niebla, VE, BA, RA-17","82,000","71,000",Añadir TA,"3,900","3,300","Añadir paq. Clásico (QC, f. niebla)","1,900","1,600",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2010,Jetta (A4),B,"4 pts. GLI Turbo, TM5, climatronic, VE, piel, ABS, QC, RA-17","96,500","83,500",Añadir Tiptronic ,"4,100","3,400",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2010,Jetta (A4),B,"4 pts. TDI, TM5, a/ac., VE, QC, BA, ABS, RA","89,300","77,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Jetta (A4),B,"4 pts. City, TM5","53,700","46,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Jetta (A4),B,"4 pts. Europa, TM5, a/ac.","65,800","56,800",Añadir TA,"3,600","3,000",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Jetta (A4),B,"4 pts. Trendline, TM5, a/ac., VE, BA, ABS, RA","71,700","61,900",Añadir TA,"3,600","3,000",Añadir QC ,"1,700","1,400",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Jetta (A4),B,"4 pts. Turbo, TM5, a/ac., VE, piel, ABS, QC, RA-17","86,500","74,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Jetta (A4),B,"4 pts. TDI, TM5, a/ac., VE, QC, BA, ABS, RA","81,900","70,700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Lupo,A,"3 pts. HB Trendline, TM5, RA-14","43,000","36,800",Añadir BA y ABS,"7,000","5,800",Añadir paq. a/ac. y CD,"5,800","4,800",,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Lupo,A,"3 pts. HB Comfortline, TM5, a/ac., VE, CD, f. niebla, RA-15","50,000","42,800",Añadir BA y ABS,"7,000","5,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Lupo,A,"5 pts. HB Trendline, TM5, RA-14","43,700","37,400",Añadir BA y ABS,"7,000","5,800",Añadir paq. a/ac. y CD,"5,800","4,800",Añadir a/ac. y Bluetooth,"6,300","5,300",,,,,,,,,,,,,,,,,,,,
Volkswagen,2009,Lupo,A,"5 pts. HB Comfortline, TM5, a/ac., VE, CD, f. niebla, RA-15","51,200","43,800",Añadir BA y ABS,"7,000","5,800",,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Passat,C,"4 pts. Comfortline, 2.5l, Tiptronic, CD, RA-17","244,000","211,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Passat,C,"4 pts. Sportline, 2.5l, Tiptronic, f.led, piel, RA-17","265,700","230,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Passat,C,"4 pts. Highline, 2.5l, Tiptronic, f.led, QCP, cámara reversa, RA-17","281,300","244,200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2018,Passat,C,"4 pts. V6, 3.6l, DSG, piel, QCP, cámara reversa, RA-18","316,100","274,400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Passat,C,"4 pts. Comfortline, 2.5l, Tiptronic, CD, RA-17","215,800","187,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Volkswagen,2017,Passat,C,"4 pts. Sportline, 2.5l, Tiptronic, f.led, piel, RA-17","236,500","204,900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
